# META: {"workflow_id": 9, "user_id": 33, "num_abstract": 50, "connector_pattern": "1000100100010000000100110111010100011110001011000", "abstract_services": {"a_0": 122, "a_1": 102, "a_2": 117, "a_3": 107, "a_4": 90, "a_5": 90, "a_6": 98, "a_7": 123, "a_8": 113, "a_9": 91, "a_10": 108, "a_11": 118, "a_12": 98, "a_13": 102, "a_14": 117, "a_15": 106, "a_16": 115, "a_17": 123, "a_18": 123, "a_19": 108, "a_20": 107, "a_21": 120, "a_22": 98, "a_23": 104, "a_24": 91, "a_25": 93, "a_26": 120, "a_27": 110, "a_28": 100, "a_29": 107, "a_30": 114, "a_31": 93, "a_32": 112, "a_33": 116, "a_34": 93, "a_35": 92, "a_36": 101, "a_37": 90, "a_38": 112, "a_39": 98, "a_40": 101, "a_41": 113, "a_42": 102, "a_43": 116, "a_44": 104, "a_45": 108, "a_46": 108, "a_47": 104, "a_48": 89, "a_49": 101}, "total_latency": 6.237, "total_throughput": 1.675}
abstract_service,concrete_service,latency,throughput
a_25,1252,0.162,18.518
a_25,4948,0.103,29.126
a_25,4185,0.128,23.437
a_25,2253,0.149,26.845
a_25,2432,0.675,4.444
a_25,3052,0.283,10.6
a_25,4388,0.118,59.322
a_25,1961,0.25,12.0
a_25,2620,0.285,10.526
a_25,5497,0.095,21.052
a_25,3112,0.341,11.73
a_25,4216,0.272,14.705
a_25,5489,0.376,5.319
a_25,1093,0.129,23.255
a_25,2036,0.238,12.605
a_25,2014,0.403,4.962
a_25,2092,0.597,5.025
a_25,4732,0.123,97.56
a_25,2077,0.054,55.555
a_25,3578,0.135,22.222
a_25,3172,0.216,13.888
a_25,923,0.391,5.115
a_25,1,0.228,17.543
a_25,2190,0.419,7.159
a_25,5793,0.107,37.383
a_25,2626,0.587,6.814
a_25,5218,0.613,32.626
a_25,5561,0.321,43.613
a_25,4621,0.115,17.391
a_25,4585,0.163,12.269
a_25,849,0.941,36.131
a_25,2250,0.466,27.896
a_25,3966,0.144,55.555
a_25,2319,0.296,10.135
a_25,2285,0.329,12.158
a_25,1605,0.454,22.026
a_25,4694,0.242,20.661
a_25,5600,0.17,29.411
a_25,4171,0.085,82.352
a_25,4959,0.105,28.571
a_25,4201,0.036,83.333
a_25,547,0.499,6.012
a_25,4505,0.212,14.15
a_25,2331,0.596,5.033
a_25,5745,0.044,68.181
a_25,599,0.369,10.84
a_25,4109,0.045,88.888
a_25,5509,0.241,8.298
a_25,2307,0.489,4.089
a_25,4718,0.111,27.027
a_25,4826,0.513,307.992
a_25,3621,0.106,28.301
a_25,3772,0.028,107.142
a_25,831,0.663,3.016
a_25,4490,0.362,11.049
a_25,2282,0.171,93.567
a_25,5242,0.569,5.272
a_25,3209,0.247,68.825
a_25,4444,0.077,38.961
a_25,2578,0.553,3.616
a_25,4224,0.063,47.619
a_25,5749,0.166,24.096
a_25,5262,0.095,31.578
a_25,103,0.53,3.773
a_25,435,12.443,0.642
a_25,5136,0.516,23.255
a_25,649,0.232,8.62
a_25,1717,0.162,351.851
a_25,5019,0.353,14.164
a_25,2163,0.346,23.121
a_25,1529,0.814,2.457
a_25,1623,0.183,38.251
a_25,4778,0.144,20.833
a_25,5229,0.165,18.181
a_25,3552,0.06,50.0
a_25,1363,0.456,6.578
a_25,3223,0.391,10.23
a_25,4119,0.064,46.875
a_25,3813,0.031,64.516
a_25,46,0.265,15.094
a_25,4827,1.086,1.841
a_25,5307,0.111,36.036
a_25,1953,0.364,8.241
a_25,4918,0.168,11.904
a_25,166,0.516,73.643
a_25,3455,0.164,18.292
a_25,2591,0.819,4.884
a_25,5737,0.086,23.255
a_25,5347,0.174,11.494
a_25,1687,0.136,36.764
a_25,407,0.161,43.478
a_25,24,0.721,4.16
a_26,3041,0.106,56.603
a_26,5621,0.146,20.547
a_26,95,3.721,1.074
a_26,784,0.612,4.901
a_26,4488,0.092,43.478
a_26,3740,0.082,36.585
a_26,364,0.155,45.161
a_26,2597,0.755,2.649
a_26,4541,0.078,38.461
a_26,3157,0.233,12.875
a_26,3542,0.049,61.224
a_26,404,12.538,0.638
a_26,5070,0.088,22.727
a_26,4840,0.149,26.845
a_26,2149,0.339,8.849
a_26,5651,0.06,50.0
a_26,5637,0.084,47.619
a_26,3155,0.262,15.267
a_26,567,0.067,29.85
a_26,338,0.594,11.784
a_26,3987,0.041,146.341
a_26,615,0.778,42.416
a_26,3931,0.187,21.39
a_26,2501,0.281,10.676
a_26,5670,0.046,65.217
a_26,2729,0.168,29.761
a_26,554,0.16,12.5
a_26,5539,0.17,41.176
a_26,3563,0.06,66.666
a_26,2345,0.347,5.763
a_26,1261,0.164,18.292
a_26,1401,0.351,5.698
a_26,4883,0.104,19.23
a_26,943,0.465,6.451
a_26,735,0.737,4.07
a_26,3111,0.244,12.295
a_26,2400,0.179,16.759
a_26,249,0.132,53.03
a_26,1450,0.251,15.936
a_26,2243,0.514,5.836
a_26,1379,0.986,4.056
a_26,3070,0.606,8.25
a_26,3311,0.123,32.52
a_26,4681,0.131,15.267
a_26,3164,0.276,18.115
a_26,4454,0.147,27.21
a_26,527,0.3,10.0
a_26,3867,0.07,42.857
a_26,1014,0.26,11.538
a_26,1112,0.487,8.213
a_26,1712,0.151,370.86
a_26,1300,0.57,3.508
a_26,5385,0.815,6.134
a_26,2806,0.164,24.39
a_26,818,3.874,0.774
a_26,4760,0.108,27.777
a_26,1555,1.68,1.785
a_26,4303,0.127,338.582
a_26,4542,0.2,10.0
a_26,2311,0.296,10.135
a_26,1237,0.231,38.961
a_26,5543,1.074,12.104
a_26,1135,0.156,12.82
a_26,2292,5.071,3.549
a_26,4666,0.524,3.816
a_26,2935,0.121,33.057
a_26,3369,0.073,986.301
a_26,2465,0.324,9.259
a_26,4530,0.431,6.96
a_26,4968,0.304,197.368
a_26,584,0.076,39.473
a_26,3018,0.472,6.355
a_26,2433,15.405,0.194
a_26,2049,0.622,4.823
a_26,2622,0.895,3.351
a_26,3514,0.076,39.473
a_26,2493,0.28,14.285
a_26,3159,0.214,14.018
a_26,2923,0.167,17.964
a_26,1681,0.136,36.764
a_26,5485,0.18,50.0
a_26,1885,0.595,8.403
a_26,5325,0.064,62.5
a_26,596,0.244,12.295
a_26,2399,0.411,7.299
a_26,437,12.255,0.652
a_26,4176,0.05,120.0
a_26,4199,0.036,83.333
a_26,3186,0.199,15.075
a_26,3653,0.049,61.224
a_26,3171,0.218,27.522
a_26,2021,0.286,6.993
a_26,3199,0.386,10.362
a_26,4099,0.157,229.299
a_26,996,1.707,303.456
a_26,1579,0.256,7.812
a_26,1794,0.203,29.556
a_26,1595,0.667,2.998
a_26,2966,0.115,34.782
a_26,4283,0.065,46.153
a_26,1469,0.489,4.089
a_26,2986,0.454,17.621
a_26,1598,0.338,8.875
a_26,1916,0.227,13.215
a_26,4019,0.108,18.518
a_26,4568,0.047,42.553
a_26,2891,0.189,428.571
a_26,4622,0.167,17.964
a_26,4127,0.18,11.111
a_26,3153,0.348,11.494
a_26,1679,0.141,35.46
a_26,1588,0.52,5.769
a_26,5462,0.129,69.767
a_26,4115,0.088,34.09
a_26,2416,0.366,8.196
a_26,2883,0.345,147.826
a_26,1437,8.715,861.503
a_26,4602,0.194,10.309
a_26,5131,0.36,5.555
a_26,4762,0.074,27.027
a_27,2831,0.165,30.303
a_27,2973,0.207,67.632
a_27,637,0.265,7.547
a_27,49,2.768,0.722
a_27,4828,3.347,781.595
a_27,4087,0.035,57.142
a_27,2592,0.461,19.522
a_27,3257,0.045,88.888
a_27,2159,0.762,10.498
a_27,4557,0.192,208.333
a_27,197,1.191,1.679
a_27,1094,0.158,18.987
a_27,3181,0.218,18.348
a_27,1642,0.166,30.12
a_27,3339,0.118,50.847
a_27,2067,0.274,10.948
a_27,2367,1.281,5.464
a_27,5348,0.171,11.695
a_27,1674,0.156,32.051
a_27,4318,0.209,191.387
a_27,4135,0.243,37.037
a_27,3150,0.598,6.688
a_27,4889,2.826,2.123
a_27,2098,2.119,0.943
a_27,4930,0.136,44.117
a_27,658,0.247,8.097
a_27,3031,0.22,27.272
a_27,2301,0.663,9.049
a_27,4270,0.136,29.411
a_27,1092,0.4,50.0
a_27,5442,0.478,8.368
a_27,5726,0.291,6.872
a_27,2061,0.371,21.563
a_27,4669,0.081,37.037
a_27,4322,0.137,291.97
a_27,2309,1.032,1.937
a_27,2280,0.527,64.516
a_27,2510,0.352,5.681
a_27,5578,0.462,103.896
a_27,4668,0.401,4.987
a_27,281,0.137,51.094
a_27,5505,0.236,8.474
a_27,5619,0.156,19.23
a_27,5616,0.245,8.163
a_27,3957,0.097,61.855
a_27,4320,0.156,262.82
a_27,4744,0.206,9.708
a_27,90,0.381,10.498
a_27,2570,0.249,12.048
a_27,5766,0.11,27.272
a_27,3414,0.164,18.292
a_27,3107,0.547,9.14
a_27,776,1.977,1.011
a_27,4724,0.075,26.666
a_27,4902,0.23,121.739
a_27,2445,0.425,11.764
a_27,2495,0.406,12.315
a_27,3695,0.05,60.0
a_27,4351,0.043,46.511
a_27,3955,0.059,101.694
a_27,3002,0.408,9.803
a_27,5233,0.24,4.166
a_27,63,0.481,6.237
a_27,4855,0.158,12.658
a_27,70,0.591,5.076
a_27,2860,0.165,30.303
a_27,3783,0.125,24.0
a_27,1645,0.149,33.557
a_27,524,0.318,9.433
a_27,3876,0.053,150.943
a_27,1085,0.353,8.498
a_27,2083,1.328,1.506
a_27,1495,0.293,10.238
a_27,2692,0.173,28.901
a_27,2865,0.188,26.595
a_27,1923,0.247,24.291
a_27,2823,0.164,24.39
a_27,366,0.193,36.269
a_27,3215,0.21,19.047
a_27,4709,0.251,155.378
a_27,2202,0.44,27.272
a_27,1518,0.135,22.222
a_27,4247,0.065,61.538
a_27,278,0.87,8.045
a_27,2273,0.175,11.428
a_27,2650,0.352,8.522
a_27,2770,0.165,30.303
a_27,3534,0.046,65.217
a_27,5769,0.137,21.897
a_27,4117,0.061,32.786
a_27,3970,0.309,12.944
a_27,1510,0.716,4.189
a_27,12,1.833,28.368
a_27,176,0.462,10.822
a_27,3491,0.224,26.785
a_27,2988,0.154,19.48
a_27,4453,0.114,35.087
a_27,2056,0.908,125.55
a_27,1522,1.067,1.874
a_27,3825,0.124,8.064
a_27,4523,0.05,40.0
a_27,4046,0.196,25.51
a_27,1026,0.265,11.32
a_27,2908,0.185,854.054
a_27,4923,0.134,14.925
a_27,3649,0.16,18.75
a_27,4894,0.104,28.846
a_27,4006,0.035,85.714
a_27,1983,0.314,6.369
a_27,2379,0.217,36.866
a_28,1499,1.054,2.846
a_28,2439,0.268,7.462
a_28,2599,0.78,3.846
a_28,4382,0.097,41.237
a_28,5326,0.625,75.2
a_28,5402,0.171,70.175
a_28,2489,0.301,9.966
a_28,3687,0.047,63.829
a_28,5556,0.385,31.168
a_28,3627,0.03,100.0
a_28,2136,0.334,8.982
a_28,5585,0.363,22.038
a_28,2964,0.114,26.315
a_28,4803,7.318,0.819
a_28,1048,0.32,6.25
a_28,2146,0.336,8.928
a_28,276,0.13,53.846
a_28,1018,0.249,8.032
a_28,927,1.297,6.168
a_28,2756,0.165,30.303
a_28,5676,0.184,21.739
a_28,2530,0.426,9.389
a_28,5155,0.138,65.217
a_28,2358,1.903,1.05
a_28,1647,0.142,35.211
a_28,2870,0.175,28.571
a_28,4079,0.232,12.931
a_28,3803,0.117,68.376
a_28,240,0.13,53.846
a_28,600,0.354,22.598
a_28,257,0.134,52.238
a_28,780,10.373,0.289
a_28,5738,0.042,71.428
a_28,2086,0.305,9.836
a_28,1441,0.454,165.198
a_28,4928,0.138,7.246
a_28,4519,0.591,79.526
a_28,4784,0.645,4.651
a_28,4954,0.063,47.619
a_28,5581,0.422,7.109
a_28,3248,0.106,84.905
a_28,2698,0.174,22.988
a_28,0,1.995,1.002
a_28,4781,0.199,10.05
a_28,5408,0.088,34.09
a_28,1600,0.651,4.608
a_28,5436,0.142,35.211
a_28,4321,0.154,259.74
a_28,1825,0.314,9.554
a_28,3865,0.069,43.478
a_28,3638,0.072,41.666
a_28,4979,0.167,53.892
a_28,5102,0.09,22.222
a_28,5108,0.133,22.556
a_28,2503,0.281,7.117
a_28,5724,0.115,747.826
a_28,4679,1.169,6.843
a_28,796,0.839,28.605
a_28,30,0.338,8.875
a_28,3654,0.061,49.18
a_28,4300,0.132,310.606
a_28,2033,0.206,14.563
a_28,2536,0.145,20.689
a_28,3719,0.117,615.384
a_28,3616,0.06,50.0
a_28,4297,0.19,421.052
a_28,4288,0.104,38.461
a_28,3087,0.276,10.869
a_28,1143,0.16,12.5
a_28,5039,0.151,19.867
a_28,5423,0.141,85.106
a_28,3917,0.035,171.428
a_28,2997,0.989,4.044
a_28,5446,0.729,2.743
a_28,229,0.159,44.025
a_28,3520,0.078,38.461
a_28,512,0.294,10.204
a_28,1482,0.317,34.7
a_28,2623,0.548,5.474
a_28,1614,0.191,15.706
a_28,80,1.055,37.914
a_28,1374,0.144,13.888
a_28,5053,0.047,42.553
a_28,3436,0.168,17.857
a_28,3536,0.059,50.847
a_28,3672,0.029,103.448
a_28,5636,0.783,5.108
a_28,2544,0.157,19.108
a_28,2931,0.309,16.181
a_28,329,0.301,23.255
a_28,337,11.256,0.71
a_28,1786,0.176,11.363
a_28,4991,0.099,30.303
a_28,1230,0.233,38.626
a_28,1989,0.349,17.191
a_28,3625,0.103,29.126
a_28,5254,0.265,15.094
a_28,3518,0.074,40.54
a_28,4439,0.141,21.276
a_28,2621,1.053,1.899
a_29,4687,0.752,390.957
a_29,3005,0.672,71.428
a_29,5799,0.125,32.0
a_29,2854,0.164,30.487
a_29,5006,0.104,28.846
a_29,1960,0.124,24.193
a_29,4773,0.212,14.15
a_29,2816,0.171,29.239
a_29,5549,0.492,4.065
a_29,1673,0.202,24.752
a_29,753,0.576,5.208
a_29,4008,0.068,44.117
a_29,5759,0.065,46.153
a_29,5369,0.107,28.037
a_29,5342,0.063,396.825
a_29,3123,0.27,7.407
a_29,159,1.152,2.604
a_29,4437,0.064,62.5
a_29,4509,0.153,13.071
a_29,5278,0.271,14.76
a_29,5655,0.125,24.0
a_29,4629,0.15,273.333
a_29,5202,0.252,11.904
a_29,5109,0.182,10.989
a_29,3708,4.027,0.496
a_29,3194,0.187,21.39
a_29,2303,0.36,5.555
a_29,5740,0.04,100.0
a_29,1370,0.181,22.099
a_29,2783,0.166,30.12
a_29,271,0.134,52.238
a_29,2093,0.797,7.528
a_29,4450,0.065,46.153
a_29,2663,1.558,73.812
a_29,4741,2.391,8.364
a_29,5425,0.215,4.651
a_29,5498,0.066,30.303
a_29,2624,0.964,10.373
a_29,2821,0.168,29.761
a_29,1358,0.505,7.92
a_29,1251,0.161,18.633
a_29,3056,0.28,10.714
a_29,376,0.222,31.531
a_29,2413,0.142,42.253
a_29,1678,0.136,36.764
a_29,2664,0.743,14.804
a_29,655,0.225,8.888
a_29,3393,0.479,16.701
a_29,4044,0.43,4.651
a_29,2053,0.686,4.373
a_29,5379,0.135,22.222
a_29,5767,0.097,41.237
a_29,2133,0.334,5.988
a_29,3526,0.063,47.619
a_29,1383,0.126,15.873
a_29,4779,0.168,11.904
a_29,2627,0.437,4.576
a_29,5593,0.772,9.067
a_29,3224,0.269,14.869
a_29,5710,0.047,63.829
a_29,4174,0.264,568.181
a_29,1115,0.407,9.828
a_29,3162,0.194,15.463
a_29,351,0.233,30.042
a_29,5415,0.108,18.518
a_29,5292,0.09,111.111
a_29,1767,0.291,6.872
a_29,1611,0.402,24.875
a_29,3227,0.256,15.625
a_29,4955,0.322,9.316
a_29,523,0.305,9.836
a_29,811,3.634,0.55
a_29,2421,0.327,12.232
a_29,42,0.892,5.605
a_29,5063,0.143,20.979
a_29,1178,0.412,9.708
a_29,1322,0.16,37.5
a_29,1161,0.165,18.181
a_29,1327,0.204,19.607
a_29,3443,0.164,18.292
a_29,371,0.158,44.303
a_29,5614,0.238,12.605
a_29,5336,0.123,32.52
a_29,4776,0.166,18.072
a_29,4184,0.034,58.823
a_29,2807,0.164,30.487
a_29,4159,0.182,16.483
a_29,3245,0.059,50.847
a_29,486,0.094,95.744
a_29,2793,0.174,28.735
a_29,4801,0.174,11.494
a_29,2444,0.316,12.658
a_29,2431,0.465,6.451
a_29,4345,0.077,38.961
a_29,692,0.316,6.329
a_29,1320,0.536,7.462
a_29,3191,0.216,13.888
a_29,368,0.175,40.0
a_29,444,12.585,0.635
a_29,5816,0.401,9.975
a_29,847,1.083,52.631
a_29,2707,0.181,27.624
a_29,5174,0.812,743.842
a_29,2669,0.163,12.269
a_29,3614,0.076,39.473
a_29,3922,0.039,205.128
a_29,5662,0.065,46.153
a_30,4752,0.566,3.533
a_30,1299,0.183,387.978
a_30,5028,0.199,10.05
a_30,5132,0.67,10.447
a_30,193,0.244,8.196
a_30,5359,0.471,4.246
a_30,4187,2.813,1.066
a_30,1869,1.111,7.2
a_30,4182,0.079,25.316
a_30,5329,0.129,23.255
a_30,3134,0.534,52.434
a_30,4981,0.191,83.769
a_30,682,0.344,5.813
a_30,4829,0.153,32.679
a_30,2890,0.209,492.822
a_30,5052,0.147,20.408
a_30,4298,0.178,230.337
a_30,5153,0.092,32.608
a_30,1304,0.171,23.391
a_30,5095,0.152,13.157
a_30,1391,0.155,12.903
a_30,208,0.612,8.169
a_30,2713,0.17,29.411
a_30,3859,0.065,30.769
a_30,3826,0.109,9.174
a_30,177,0.918,33.769
a_30,844,0.571,7.005
a_30,3256,1.125,3.555
a_30,3840,0.14,14.285
a_30,313,0.13,53.846
a_30,11,0.553,3.616
a_30,5058,0.121,16.528
a_30,1593,0.592,13.513
a_30,3997,0.058,51.724
a_30,5785,2.407,1.661
a_30,4165,0.79,21.518
a_30,4543,0.115,26.086
a_30,1338,0.196,20.408
a_30,5247,0.34,26.47
a_30,3819,0.116,8.62
a_30,4697,0.314,401.273
a_30,2549,0.136,22.058
a_30,5572,0.189,26.455
a_30,3390,0.517,15.473
a_30,2665,1.014,2.958
a_30,5398,0.095,42.105
a_30,2008,0.281,14.234
a_30,2928,0.128,23.437
a_30,1840,0.352,11.363
a_30,3090,0.298,6.711
a_30,951,0.317,18.927
a_30,4570,0.013,153.846
a_30,2982,0.316,12.658
a_30,593,14.985,0.133
a_30,1412,0.748,2.673
a_30,3871,0.051,78.431
a_30,1146,0.232,12.931
a_30,4864,0.109,55.045
a_30,2200,0.432,92.592
a_30,583,0.076,39.473
a_30,2750,0.171,29.239
a_30,3797,0.103,77.669
a_30,546,0.059,50.847
a_30,3615,0.115,26.086
a_30,505,0.735,10.884
a_30,2179,0.176,11.363
a_30,1312,0.167,23.952
a_30,3952,0.12,66.666
a_30,3643,0.122,24.59
a_30,2004,0.347,5.763
a_30,3860,0.062,32.258
a_30,691,0.31,6.451
a_30,3048,0.326,6.134
a_30,1185,0.466,25.751
a_30,1526,0.319,62.695
a_30,5096,0.071,56.338
a_30,205,0.629,7.949
a_30,3440,0.165,18.181
a_30,3684,0.182,16.483
a_30,856,0.566,3.533
a_30,5624,0.168,23.809
a_30,4886,0.165,18.181
a_30,800,2.069,9.183
a_30,4432,0.067,44.776
a_30,4833,0.126,15.873
a_30,145,0.263,11.406
a_30,783,1.471,2.719
a_30,5607,0.389,2.57
a_30,2740,0.158,31.645
a_30,3348,0.212,183.962
a_30,3992,0.074,121.621
a_30,361,0.26,26.923
a_30,31,0.802,3.74
a_30,3832,0.161,12.422
a_30,3332,0.141,42.553
a_30,2357,0.623,4.815
a_30,4188,0.121,33.057
a_30,528,0.623,12.841
a_30,5300,0.236,12.711
a_30,4409,0.048,229.166
a_30,1822,0.313,9.584
a_30,5704,0.046,65.217
a_30,1963,0.782,89.514
a_30,2645,0.409,9.779
a_30,2107,0.338,8.875
a_30,3678,0.071,42.253
a_30,2927,0.259,11.583
a_30,3975,0.077,12.987
a_30,1956,0.381,7.874
a_30,1576,0.174,321.839
a_30,210,0.824,13.349
a_30,3145,0.234,17.094
a_30,4197,0.232,17.241
a_30,5320,0.125,16.0
a_31,1903,0.632,3.164
a_31,298,0.141,63.829
a_31,2001,0.332,6.024
a_31,3337,0.167,41.916
a_31,5761,0.242,16.528
a_31,3132,0.302,33.112
a_31,484,0.202,44.554
a_31,4635,0.067,29.85
a_31,2178,0.143,13.986
a_31,5017,0.162,18.518
a_31,4291,0.233,17.167
a_31,4662,0.204,14.705
a_31,2072,0.151,19.867
a_31,4356,0.145,27.586
a_31,2829,0.164,30.487
a_31,2097,6.705,383.445
a_31,5400,0.193,77.72
a_31,3963,0.07,28.571
a_31,4315,0.124,330.645
a_31,2340,0.177,16.949
a_31,4420,0.077,51.948
a_31,2109,0.412,14.563
a_31,287,0.177,39.548
a_31,5143,3.119,85.604
a_31,2488,0.236,67.796
a_31,4241,0.064,62.5
a_31,2872,0.17,23.529
a_31,4103,0.137,21.897
a_31,2168,0.699,115.879
a_31,4792,0.273,14.652
a_31,2029,0.248,16.129
a_31,3173,0.198,15.151
a_31,4434,0.064,62.5
a_31,4825,0.083,24.096
a_31,4567,0.209,244.019
a_31,1672,0.153,32.679
a_31,373,0.207,33.816
a_31,3147,0.247,12.145
a_31,4664,0.056,71.428
a_31,4150,0.068,44.117
a_31,2777,0.164,30.487
a_31,1415,0.326,6.134
a_31,1564,0.609,4.926
a_31,3686,0.158,18.987
a_31,1899,0.263,15.209
a_31,1355,0.376,5.319
a_31,2727,0.167,23.952
a_31,2655,0.625,4.8
a_31,2911,0.127,23.622
a_31,5018,0.768,3.906
a_31,5119,0.635,9.448
a_31,3200,0.194,20.618
a_31,1201,0.395,7.594
a_31,1628,0.587,6.814
a_31,1456,1.726,4.055
a_31,1616,0.384,7.812
a_31,4869,0.152,19.736
a_31,3639,0.098,30.612
a_31,155,0.235,42.553
a_31,5365,0.063,47.619
a_31,740,0.628,3.184
a_31,4584,0.104,28.846
a_31,2628,0.461,30.368
a_31,1589,2.874,1.043
a_31,3077,0.226,8.849
a_31,454,0.467,14.989
a_31,2775,0.166,30.12
a_31,934,1.174,6.814
a_31,3674,0.118,25.423
a_31,2355,0.678,5.899
a_31,1925,4.917,0.61
a_31,4339,0.172,17.441
a_31,2695,0.167,23.952
a_31,1432,0.455,4.395
a_31,3798,0.104,76.923
a_31,2840,0.18,27.777
a_31,2274,0.356,5.617
a_31,537,0.042,71.428
a_31,771,0.725,2.758
a_31,4398,0.071,56.338
a_31,1515,0.715,88.111
a_31,259,0.129,54.263
a_31,4502,0.237,12.658
a_31,2759,0.179,27.932
a_31,2913,0.214,14.018
a_31,267,0.186,37.634
a_31,3758,0.043,69.767
a_31,960,0.313,6.389
a_31,1664,0.138,36.231
a_31,1954,0.121,24.793
a_31,2676,0.25,12.0
a_31,592,0.135,259.259
a_31,4581,0.222,13.513
a_32,5695,0.046,65.217
a_32,5065,0.096,62.5
a_32,3788,0.03,100.0
a_32,2272,0.185,10.81
a_32,3448,0.168,23.809
a_32,590,0.07,42.857
a_32,3388,0.512,15.625
a_32,5512,0.234,8.547
a_32,2838,0.167,29.94
a_32,2856,0.165,30.303
a_32,222,0.243,28.806
a_32,1107,0.638,6.269
a_32,4917,0.027,111.111
a_32,5735,0.146,27.397
a_32,4982,0.149,107.382
a_32,2843,0.164,24.39
a_32,4503,0.271,7.38
a_32,5015,0.185,10.81
a_32,1133,0.168,11.904
a_32,3071,0.545,5.504
a_32,5275,0.323,43.343
a_32,4808,0.088,34.09
a_32,5051,0.029,103.448
a_32,1030,0.193,15.544
a_32,3047,0.302,6.622
a_32,4974,0.036,111.111
a_32,243,0.131,53.435
a_32,5774,0.101,39.603
a_32,5029,0.355,5.633
a_32,5776,0.04,75.0
a_32,1742,0.2,355.0
a_32,4332,0.139,28.776
a_32,3866,0.07,57.142
a_32,1657,0.145,34.482
a_32,4461,0.133,30.075
a_32,5024,0.109,18.348
a_32,3406,0.199,15.075
a_32,3517,0.075,40.0
a_32,5732,0.178,22.471
a_32,2454,0.187,16.042
a_32,85,0.26,7.692
a_32,2894,0.206,762.135
a_32,375,0.197,35.532
a_32,4030,0.132,22.727
a_32,3411,0.235,12.765
a_32,633,0.228,13.157
a_32,794,1.207,1.657
a_32,2826,0.177,22.598
a_32,3697,0.039,76.923
a_32,108,0.36,5.555
a_32,5742,0.051,58.823
a_32,903,0.214,18.691
a_32,543,0.026,115.384
a_32,3135,0.289,10.38
a_32,4428,0.064,62.5
a_32,5802,0.122,32.786
a_32,1835,0.395,7.594
a_32,154,0.257,15.564
a_32,2513,0.378,7.936
a_32,4152,0.128,46.875
a_32,277,12.553,0.637
a_32,4600,0.044,68.181
a_32,3106,0.319,9.404
a_32,3630,0.03,100.0
a_32,688,0.314,6.369
a_32,5547,0.164,42.682
a_32,3451,0.162,24.691
a_32,402,12.748,0.627
a_32,1821,0.471,4.246
a_32,200,1.426,6.311
a_32,1966,0.146,20.547
a_32,3914,0.103,29.126
a_32,3993,0.071,42.253
a_32,2480,0.135,74.074
a_32,4963,0.095,31.578
a_32,1977,0.245,8.163
a_32,5305,1.129,5.314
a_32,3170,0.248,16.129
a_32,2873,0.165,30.303
a_32,5733,0.062,64.516
a_32,3371,0.059,423.728
a_32,3669,0.079,37.974
a_32,1109,0.456,8.771
a_32,385,1.23,5.691
a_32,1689,0.143,34.965
a_32,4884,0.083,72.289
a_32,3901,0.048,62.5
a_32,1221,0.405,7.407
a_32,536,0.134,22.388
a_32,1443,0.158,25.316
a_32,1617,0.185,16.216
a_32,1603,0.194,15.463
a_32,5344,0.233,12.875
a_32,621,0.235,8.51
a_32,3845,0.036,55.555
a_32,1082,0.434,6.912
a_32,4366,0.232,12.931
a_32,2464,0.162,18.518
a_32,27,0.219,13.698
a_32,221,0.183,38.251
a_32,182,0.639,4.694
a_32,1765,3.482,302.986
a_32,2254,0.078,38.461
a_32,504,0.192,46.875
a_32,2959,0.121,24.793
a_32,2288,0.349,5.73
a_32,5387,0.102,39.215
a_32,2366,1.68,4.166
a_32,195,0.549,5.464
a_32,3096,0.398,5.025
a_32,1137,0.269,7.434
a_32,1166,0.136,22.058
a_33,3944,0.056,107.142
a_33,5196,0.452,19.911
a_33,4458,0.104,28.846
a_33,3531,0.052,57.692
a_33,5059,0.08,25.0
a_33,2084,0.206,9.708
a_33,3426,0.393,7.633
a_33,4239,0.326,101.226
a_33,4759,0.139,14.388
a_33,4093,0.127,23.622
a_33,3843,0.04,275.0
a_33,4911,5.751,0.695
a_33,1638,0.154,32.467
a_33,2132,0.434,6.912
a_33,2407,0.278,262.589
a_33,2905,0.172,389.534
a_33,5648,0.171,11.695
a_33,725,0.274,7.299
a_33,4795,0.2,185.0
a_33,2917,0.184,16.304
a_33,2849,0.165,30.303
a_33,1700,0.447,127.516
a_33,3003,0.158,25.316
a_33,1670,0.171,29.239
a_33,2764,0.164,24.39
a_33,2523,0.25,12.0
a_33,2263,0.252,7.936
a_33,1964,0.329,9.118
a_33,2767,0.165,30.303
a_33,5701,0.109,27.522
a_33,4913,0.124,24.193
a_33,4789,0.141,85.106
a_33,1290,0.131,618.32
a_33,67,0.965,3.108
a_33,4658,0.202,9.9
a_33,4172,0.072,69.444
a_33,2581,0.24,8.333
a_33,2063,0.422,7.109
a_33,2466,0.162,18.518
a_33,4895,0.185,172.972
a_33,797,0.549,10.928
a_33,39,0.608,8.223
a_33,3136,0.509,9.823
a_33,683,0.274,7.299
a_33,3020,0.127,31.496
a_33,1417,0.521,5.758
a_33,2535,0.277,10.83
a_33,1017,0.374,5.347
a_33,1328,0.167,23.952
a_33,2735,0.174,28.735
a_33,1906,0.107,28.037
a_33,5788,0.18,11.111
a_33,4456,0.063,47.619
a_33,3658,0.042,71.428
a_33,5755,0.058,137.931
a_33,5570,0.143,34.965
a_33,5332,0.126,23.809
a_33,708,0.257,15.564
a_33,4160,0.158,227.848
a_33,1155,0.144,20.833
