Topology.workers,Component.bolt_num,Topology.acker.executors,Message.size,Component.spout_num,Topology.serialized.message.size.metrics,Topology.max.spout.pending,Storm.messaging.netty.min_wait_ms,Topology.transfer.buffer.size,Storm.messaging.netty.max_wait_ms,Topology.level,opology.priority,<$throughput,<$latency
2,10,4,1000000,10,0,1,1000,512,10000,2,29,0,0
2,1,2,1000000,10,0,1,10,1024,100,2,0,nan,nan
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0,41.5
2,1,4,10,10,0,1000,10,1024,100,5,0,0,990.7
4,1,2,1000000,1,1,1,10,1024,100,2,29,0,4
4,1,2,10,10,0,1000,10,512,100,2,0,7958.666667,1775.9
4,1,2,1000000,1,0,1,1000,512,10000,5,29,0,1.5
2,1,2,1000000,10,0,1,10,512,100,5,0,0,0
2,1,4,1000000,10,1,1000,10,1024,100,2,0,0,0
4,1,2,10,1,0,1000,10,512,100,5,0,0,105.1
4,1,2,1000000,10,0,1,10,1024,100,2,29,1112.6,1.2
2,1,2,1000000,1,0,1,10,512,100,2,0,nan,nan
2,1,2,10,10,1,1000,1000,512,10000,2,0,11130,865.3
2,1,4,10,10,1,1,10,1024,100,2,29,0,1.4
4,1,4,1000000,10,1,1,10,512,100,5,0,0,38
4,1,4,10,10,1,1000,10,1024,100,2,29,4108.666667,2373.766667
2,10,4,10,10,0,1,10,512,100,5,0,0,1.5
2,10,4,1000000,10,1,1,1000,1024,10000,5,29,nan,nan
2,10,4,10,1,1,1000,1000,512,10000,5,0,nan,nan
2,1,4,10,10,0,1,10,512,100,2,0,nan,nan
2,1,4,10,1,1,1,10,1024,100,5,29,nan,nan
4,10,4,10,1,1,1,1000,1024,10000,5,29,nan,nan
2,10,4,10,10,1,1,10,1024,100,5,29,2412,1.4
2,1,2,10,1,1,1000,10,1024,100,2,0,nan,nan
4,10,2,1000000,10,0,1000,10,512,100,5,0,1309,486.175
2,1,4,10,10,0,1000,10,512,100,2,29,1430.5,926.8
2,1,2,1000000,1,1,1000,1000,1024,10000,2,0,nan,nan
4,10,4,1000000,10,0,1,1000,512,10000,2,29,67.5,20.9
2,1,2,10,1,1,1000,10,512,100,5,0,0,43.5
4,1,2,10,1,1,1000,1000,512,10000,5,0,4348,65.5
2,1,2,1000000,1,0,1000,1000,1024,10000,5,0,nan,nan
4,1,2,10,1,1,1,1000,512,10000,2,29,nan,nan
2,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0,0
2,10,2,10,10,1,1000,1000,512,10000,5,29,7911,970.7
4,10,2,10,1,1,1000,10,1024,100,5,0,5377,91.9
2,10,2,10,10,1,1000,1000,1024,10000,5,29,11471.5,861.1
2,1,2,10,1,0,1000,10,512,100,2,0,0,33.5
2,1,4,1000000,1,1,1,10,512,100,2,0,nan,nan
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,nan,nan
2,1,4,10,10,0,1,10,1024,100,2,29,0,1.4
2,10,2,1000000,1,0,1000,10,512,100,2,0,991.5,45.7
4,10,4,10,10,0,1,1000,1024,10000,2,29,30.55555556,18.54444444
4,10,4,10,1,0,1,10,1024,100,5,29,0,8.5
4,1,2,10,1,0,1,1000,1024,10000,5,0,nan,nan
4,1,2,10,10,0,1,1000,1024,10000,2,29,3058,3.32
2,10,4,10,1,1,1000,1000,512,10000,2,0,nan,nan
4,10,2,10,10,0,1,10,512,100,2,0,4068.5,2.725
2,1,2,1000000,10,1,1000,1000,1024,10000,5,0,nan,nan
2,10,2,1000000,1,0,1000,1000,1024,10000,5,0,nan,nan
4,10,2,1000000,10,1,1000,1000,512,10000,5,0,1571,544.45
4,1,2,10,1,0,1,1000,1024,10000,2,29,nan,nan
2,1,2,10,10,1,1,10,1024,100,2,29,0,1.6
4,1,2,1000000,10,0,1,10,512,100,5,29,nan,nan
2,10,4,10,1,0,1,1000,1024,10000,2,0,nan,nan
2,10,2,10,10,0,1,1000,512,10000,2,29,2345.666667,1.5
2,1,2,10,1,0,1,10,1024,100,2,0,nan,nan
2,1,4,10,1,1,1,10,1024,100,2,29,nan,nan
4,10,4,1000000,10,1,1,1000,512,10000,2,29,0,6.35
2,10,2,1000000,10,1,1000,10,1024,100,2,0,0,0
2,1,2,10,1,1,1,1000,1024,10000,5,0,nan,nan
2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,nan,nan
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,nan,nan
2,1,2,10,1,1,1000,10,512,100,5,0,0,33.4
2,1,4,1000000,10,0,1,10,1024,100,5,29,0,0
4,10,4,10,1,1,1000,10,1024,100,5,29,6197,31.9
4,10,4,10,1,1,1000,1000,1024,10000,2,29,8115.5,19.6
2,1,2,1000000,10,1,1000,1000,512,10000,5,29,0,0
2,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0,68.5
4,10,4,10,1,0,1000,1000,512,10000,5,0,nan,nan
2,10,4,1000000,10,0,1,10,512,100,2,0,nan,nan
4,1,4,10,10,1,1,1000,1024,10000,5,29,4961.833333,1.966666667
2,1,4,1000000,1,0,1000,1000,512,10000,5,29,nan,nan
2,1,2,10,10,0,1000,1000,1024,10000,2,0,0,0
4,1,4,1000000,10,1,1000,1000,1024,10000,2,0,nan,nan
2,10,4,1000000,10,1,1000,10,1024,100,5,0,nan,nan
2,10,4,10,10,0,1,1000,1024,10000,5,0,0,0
4,1,2,10,10,1,1,1000,512,10000,5,29,nan,nan
2,1,4,10,1,1,1000,10,1024,100,5,29,nan,nan
2,1,2,1000000,10,0,1,10,512,100,5,0,nan,nan
2,1,2,10,1,1,1000,1000,512,10000,2,29,nan,nan
2,1,4,10,1,1,1000,10,512,100,5,29,nan,nan
4,10,4,1000000,1,1,1000,10,512,100,5,29,0,43.2
4,1,2,10,1,0,1,1000,512,10000,5,0,nan,nan
4,10,2,10,1,0,1000,1000,1024,10000,5,0,nan,nan
2,1,2,10,1,1,1,1000,512,10000,5,0,nan,nan
2,1,2,10,1,0,1000,1000,512,10000,5,0,nan,nan
2,1,4,1000000,10,0,1,1000,1024,10000,5,29,0,0
4,10,2,1000000,10,0,1000,10,1024,100,5,0,1880.5,585.75
4,10,4,1000000,1,1,1000,10,512,100,2,0,nan,nan
4,10,2,10,1,0,1000,1000,512,10000,2,0,0,82.2
2,1,4,10,1,0,1,1000,1024,10000,5,29,nan,nan
2,1,2,1000000,10,0,1000,10,1024,100,5,29,0,0
4,10,4,10,10,1,1000,1000,1024,10000,2,0,10238.14286,1547.528571
2,1,2,10,1,0,1,10,1024,100,2,0,nan,nan
4,1,2,1000000,10,0,1,10,512,100,2,0,nan,nan
4,1,2,10,10,0,1000,1000,512,10000,5,29,8019,1748.2
2,1,4,1000000,1,0,1,1000,512,10000,2,0,nan,nan
2,1,4,10,10,0,1000,1000,1024,10000,2,0,8547.666667,791.7333333
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,188,1084.875
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,4852,70.6
2,1,2,10,10,0,1,1000,512,10000,5,0,4059.714286,2.2
4,1,2,1000000,1,1,1,1000,512,10000,2,0,nan,nan
2,1,2,1000000,1,0,1,1000,1024,10000,5,29,nan,nan
4,1,4,10,10,0,1000,1000,512,10000,2,29,9807.4,1619.18
2,1,4,1000000,1,0,1,1000,1024,10000,2,29,nan,nan
2,1,2,10,1,1,1,1000,512,10000,5,0,nan,nan
4,1,2,10,10,0,1000,1000,1024,10000,5,0,6966.5,1660.2875
2,1,4,10,10,0,1,10,512,100,5,0,0,1.5
2,1,4,1000000,1,1,1,1000,512,10000,2,29,nan,nan
2,10,4,10,10,0,1000,10,1024,100,2,29,nan,nan
4,1,4,1000000,1,1,1000,10,1024,100,2,29,nan,nan
4,1,2,1000000,10,1,1,1000,512,10000,5,29,884.6666667,1.133333333
4,10,2,1000000,1,0,1000,1000,512,10000,5,0,nan,nan
4,1,4,10,1,1,1,10,1024,100,5,29,nan,nan
2,1,4,1000000,1,0,1,10,1024,100,2,29,nan,nan
2,10,4,1000000,1,1,1,10,1024,100,2,0,nan,nan
2,1,4,10,1,0,1000,1000,512,10000,2,29,nan,nan
4,10,2,10,10,0,1000,1000,512,10000,5,29,3959.666667,2132.666667
4,10,4,10,1,0,1000,10,1024,100,2,29,7859,63
2,1,4,1000000,10,0,1000,10,512,100,5,0,nan,nan
2,1,4,1000000,10,0,1,1000,512,10000,5,0,0,0
4,10,4,10,1,1,1,1000,512,10000,5,0,nan,nan
2,1,2,10,10,0,1000,10,1024,100,2,0,0,1417
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan,nan
2,10,2,10,10,0,1,1000,1024,10000,5,29,2404.333333,1.6
2,1,2,10,10,1,1000,1000,1024,10000,2,0,nan,nan
2,10,2,10,1,1,1000,10,1024,100,2,0,0,44.5
4,1,2,10,1,1,1000,10,512,100,2,29,0,54.8
2,10,2,10,10,0,1,10,1024,100,2,0,0,1.6
4,10,4,10,1,0,1000,10,1024,100,2,29,10937,26.7
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,nan,nan
2,1,4,1000000,10,0,1,10,512,100,2,29,0,0
2,1,2,1000000,10,1,1000,1000,512,10000,2,0,0,0
4,10,4,1000000,1,0,1,1000,1024,10000,2,29,nan,nan
4,10,4,10,10,0,1,1000,512,10000,5,0,nan,nan
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,nan,nan
2,1,4,1000000,1,0,1000,1000,512,10000,2,0,nan,nan
4,1,4,1000000,1,1,1,1000,512,10000,5,29,0,1.7
4,10,2,10,1,1,1,10,512,100,2,0,nan,nan
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,nan,nan
2,10,4,1000000,1,0,1,10,1024,100,5,0,nan,nan
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,0,0
4,10,4,10,1,0,1000,10,512,100,2,0,0,33.8
2,1,2,1000000,10,0,1000,1000,1024,10000,5,29,0,0
4,10,4,1000000,1,1,1,1000,512,10000,2,29,0,1.4
4,1,2,10,10,0,1,1000,1024,10000,2,29,3858.4,2.24
2,10,2,10,10,0,1000,10,512,100,5,0,nan,nan
2,1,2,1000000,10,1,1,10,1024,100,5,0,nan,nan
4,1,2,10,10,1,1000,1000,512,10000,2,0,7454.857143,1844.014286
4,1,2,10,10,1,1000,1000,512,10000,5,29,5560.333333,1894.25
2,1,4,1000000,10,0,1,10,512,100,2,29,nan,nan
4,10,4,10,1,1,1000,1000,1024,10000,2,29,nan,nan
2,1,4,10,10,1,1,1000,512,10000,5,0,nan,nan
2,10,4,1000000,1,0,1000,10,1024,100,2,0,nan,nan
2,1,4,10,10,0,1000,10,512,100,2,0,10056,762.725
2,10,4,1000000,10,1,1,10,512,100,2,0,0,0
2,1,2,10,1,1,1,10,1024,100,5,0,nan,nan
2,1,4,10,1,1,1,10,512,100,5,0,nan,nan
2,1,4,10,10,1,1,10,1024,100,2,0,5341.428571,1.371428571
4,10,4,10,10,1,1,10,1024,100,2,29,4803,2.62
2,1,2,1000000,10,1,1,10,1024,100,5,0,0,0
2,1,2,1000000,1,0,1,1000,1024,10000,2,29,nan,nan
4,10,2,1000000,1,0,1,1000,512,10000,2,0,nan,nan
4,1,2,10,1,0,1000,10,1024,100,5,29,0,67
4,10,4,10,1,1,1000,10,1024,100,2,29,4375,39
4,10,4,10,1,0,1,10,512,100,2,0,nan,nan
2,1,2,1000000,1,1,1000,1000,1024,10000,2,0,nan,nan
4,1,2,10,1,1,1000,10,1024,100,5,29,5112.5,57.5
2,1,4,1000000,10,0,1,10,1024,100,2,29,nan,nan
4,10,2,10,1,0,1000,1000,1024,10000,5,0,5809.5,60.5
2,10,2,10,1,1,1,10,1024,100,5,0,nan,nan
2,1,4,1000000,10,0,1,10,1024,100,2,29,0,0
2,10,2,1000000,10,0,1000,10,1024,100,5,0,nan,nan
2,1,2,1000000,1,1,1,10,512,100,5,29,nan,nan
2,1,2,1000000,1,1,1,1000,512,10000,5,0,nan,nan
2,10,2,10,10,0,1,1000,1024,10000,5,29,nan,nan
2,10,4,10,1,0,1000,10,512,100,5,0,0,10.1
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,14.5,1777.45
2,1,2,10,10,0,1000,10,512,100,2,0,0,558
2,1,4,10,1,0,1,1000,512,10000,5,0,nan,nan
2,1,4,10,1,0,1000,1000,1024,10000,5,29,nan,nan
4,10,4,1000000,1,1,1,10,1024,100,2,29,0,1.6
4,10,2,1000000,1,1,1,10,1024,100,2,0,nan,nan
2,1,2,1000000,1,0,1,1000,1024,10000,5,0,nan,nan
4,10,2,10,1,0,1000,1000,1024,10000,2,0,0,81.4
4,10,4,10,1,1,1000,1000,1024,10000,5,29,nan,nan
4,10,4,1000000,1,1,1,1000,512,10000,2,0,0,1.5
2,10,2,10,10,0,1,1000,1024,10000,5,0,3707,1.4
2,1,2,10,1,0,1,10,1024,100,5,29,nan,nan
4,1,2,10,10,1,1,1000,512,10000,5,0,3042,2.475
4,10,2,1000000,1,0,1000,1000,1024,10000,2,0,0,123
4,10,4,10,10,1,1,1000,512,10000,2,0,4634.8,2.12
2,1,2,1000000,1,0,1,1000,512,10000,5,0,nan,nan
4,10,2,10,10,1,1000,10,512,100,2,29,2930.5,2201.125
4,10,2,1000000,10,1,1,10,1024,100,5,0,nan,nan
4,10,2,1000000,1,1,1,10,512,100,5,0,nan,nan
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,0,0
2,1,4,10,10,0,1000,10,512,100,5,0,nan,nan
2,10,4,10,1,1,1000,1000,1024,10000,5,0,nan,nan
2,1,4,1000000,1,0,1000,10,512,100,5,29,nan,nan
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,nan,nan
4,1,2,10,10,0,1,1000,512,10000,2,29,631,3.6
4,1,4,10,10,1,1000,1000,512,10000,5,0,5952,1988.257143
2,1,2,1000000,1,1,1,1000,1024,10000,5,29,nan,nan
4,10,2,10,10,0,1000,1000,512,10000,5,29,6042.5,2577.8
4,10,2,1000000,1,1,1,10,1024,100,5,0,nan,nan
4,10,4,1000000,1,1,1,10,1024,100,5,0,0,1.5
4,10,2,10,10,1,1,10,512,100,2,0,4227.75,1.975
2,1,2,1000000,10,1,1,10,512,100,5,0,nan,nan
2,10,2,10,10,0,1000,10,1024,100,2,0,nan,nan
4,10,4,10,1,1,1000,10,1024,100,2,0,nan,nan
4,10,4,10,1,1,1,10,1024,100,2,29,nan,nan
4,10,4,10,1,1,1000,1000,512,10000,2,0,6684.5,54.6
4,10,2,10,1,0,1,10,1024,100,2,0,nan,nan
2,1,4,10,10,0,1000,10,1024,100,2,29,13302.4,641.24
4,1,4,10,10,1,1000,1000,512,10000,2,29,7542.888889,1656.9
4,1,4,10,10,0,1000,10,1024,100,2,29,7857,1768.725
4,1,2,1000000,10,1,1,1000,512,10000,5,0,205.3333333,2.5
2,1,4,1000000,1,0,1,1000,1024,10000,5,29,nan,nan
4,1,2,10,10,0,1,1000,512,10000,5,0,962.5,2.9
4,1,4,10,10,0,1,1000,1024,10000,2,0,nan,nan
4,10,2,10,1,0,1,10,1024,100,5,0,nan,nan
2,1,2,10,10,1,1,1000,512,10000,5,0,nan,nan
2,1,2,1000000,1,0,1,1000,1024,10000,2,0,nan,nan
4,1,2,10,10,0,1,1000,512,10000,5,29,0,3.7
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,nan,nan
2,10,2,10,1,0,1000,10,1024,100,5,0,0,45.5
2,1,4,10,10,1,1000,1000,1024,10000,5,29,12624.6,733.32
4,1,2,1000000,10,1,1,10,512,100,2,29,1109.8,9.06
4,10,4,10,1,1,1,1000,1024,10000,2,29,nan,nan
2,1,2,1000000,10,0,1,1000,512,10000,2,0,nan,nan
2,1,2,10,1,1,1000,1000,512,10000,5,0,nan,nan
2,1,4,1000000,1,0,1,10,1024,100,2,29,nan,nan
2,10,4,1000000,10,1,1000,10,1024,100,5,29,0,0
2,1,4,1000000,1,1,1,1000,1024,10000,2,0,nan,nan
2,1,2,1000000,10,0,1000,10,1024,100,2,0,0,0
4,10,2,1000000,1,0,1,10,512,100,2,0,0,1.4
4,10,4,1000000,1,1,1000,10,512,100,5,0,4640,52.7
4,1,2,1000000,10,0,1,1000,512,10000,2,29,968.5,0.975
2,1,2,1000000,10,1,1000,10,1024,100,2,29,0,0
4,1,4,10,1,1,1000,1000,512,10000,2,29,5608.5,39.3
4,1,2,10,10,0,1,10,1024,100,5,0,3627.5,1.983333333
2,10,2,10,10,1,1,1000,1024,10000,2,29,nan,nan
2,1,4,10,1,1,1,1000,1024,10000,2,29,nan,nan
4,10,4,1000000,1,0,1000,10,1024,100,2,29,6246,42.2
2,1,4,10,1,1,1,1000,1024,10000,2,29,nan,nan
4,1,2,10,1,0,1000,1000,512,10000,5,0,6918.5,83.8
4,1,2,1000000,10,0,1000,1000,1024,10000,5,29,0,560.1
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,0,162
2,1,2,1000000,1,1,1000,10,512,100,5,0,nan,nan
2,10,2,10,1,0,1,1000,512,10000,2,0,nan,nan
2,10,4,10,1,1,1000,10,512,100,2,0,nan,nan
4,10,4,10,10,1,1000,1000,512,10000,5,29,8998.375,1884.1875
4,1,2,10,10,0,1000,1000,1024,10000,2,29,7425.5,2082.016667
4,10,4,1000000,10,0,1000,10,1024,100,5,29,110.5,1603.5
2,1,2,10,10,0,1000,10,1024,100,5,0,0,0
2,10,4,10,10,0,1,10,512,100,5,29,0,1.6
2,1,2,10,1,0,1,10,1024,100,2,29,nan,nan
2,1,2,10,1,1,1,1000,1024,10000,5,0,nan,nan
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,nan,nan
2,10,2,10,10,1,1,1000,512,10000,2,29,3591.5,1.3
2,1,4,1000000,1,1,1,10,1024,100,5,29,nan,nan
4,1,4,10,10,0,1,10,512,100,5,29,1473,4.4
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0,3360.7
4,10,4,1000000,1,1,1000,1000,1024,10000,5,29,0,53.5
4,10,2,1000000,10,1,1000,10,1024,100,5,0,nan,nan
4,1,2,1000000,10,1,1,10,1024,100,5,0,nan,nan
4,1,2,10,10,0,1000,1000,1024,10000,2,0,6920.6,1626.74
2,1,4,10,10,1,1000,10,512,100,5,0,14083.5,727.0333333
4,10,2,1000000,10,1,1000,1000,512,10000,5,29,1293.75,582.95
2,1,2,1000000,1,1,1,10,1024,100,5,0,nan,nan
4,10,2,1000000,1,1,1000,1000,512,10000,5,0,0,207.6
4,1,2,1000000,10,1,1,10,512,100,2,0,nan,nan
4,10,4,10,1,1,1000,1000,1024,10000,5,29,5090.666667,28.7
2,1,4,10,1,1,1000,10,1024,100,5,0,0,12.7
4,10,4,1000000,10,0,1000,1000,1024,10000,2,0,nan,nan
4,1,4,1000000,10,0,1,10,1024,100,2,0,0,352.2
4,1,4,1000000,10,0,1000,1000,512,10000,2,0,5.666666667,1621.066667
4,10,2,1000000,10,0,1,1000,1024,10000,5,0,0,1.4
4,10,2,1000000,1,0,1,10,1024,100,2,0,nan,nan
2,1,4,10,10,1,1,1000,512,10000,2,29,2919,1.4
4,1,2,10,10,0,1000,1000,1024,10000,2,0,4953.833333,1966.866667
2,1,2,1000000,1,0,1000,10,512,100,2,0,nan,nan
2,1,2,1000000,1,0,1,1000,1024,10000,5,0,nan,nan
2,1,2,10,10,1,1000,10,512,100,2,29,5251,1037.733333
2,1,2,10,10,0,1000,1000,512,10000,2,0,nan,nan
2,10,2,10,10,1,1,1000,1024,10000,5,29,0,0
2,10,2,1000000,1,1,1000,1000,1024,10000,2,0,0,55.4
4,1,4,1000000,10,1,1000,10,1024,100,2,29,105.2,2211.94
4,10,2,10,1,0,1,10,512,100,5,0,nan,nan
4,10,4,10,1,0,1000,10,512,100,5,0,3893.666667,29.2
4,1,2,10,10,0,1000,10,512,100,2,29,5910.166667,1800.066667
2,1,2,10,1,1,1000,1000,512,10000,2,0,0,53.9
2,1,4,10,10,0,1,1000,512,10000,5,29,nan,nan
4,10,4,1000000,10,1,1000,10,1024,100,5,29,115.6666667,1195.7
2,1,2,1000000,10,1,1,10,512,100,2,0,0,0
2,1,2,1000000,10,1,1,10,1024,100,2,0,nan,nan
2,1,2,10,1,0,1000,10,512,100,2,0,nan,nan
4,10,4,1000000,1,1,1000,1000,512,10000,5,29,0,63.7
4,10,2,10,1,0,1,10,512,100,2,0,0,1.4
4,1,4,1000000,10,1,1,1000,512,10000,2,29,nan,nan
2,1,2,1000000,10,0,1,10,1024,100,2,0,nan,nan
2,1,2,1000000,10,0,1,1000,512,10000,5,0,0,0
4,10,2,1000000,10,1,1,10,512,100,2,29,1140,1.025
2,10,2,10,10,1,1,1000,1024,10000,5,29,0,2
2,1,2,1000000,10,1,1000,1000,1024,10000,2,0,nan,nan
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,0,1.6
4,1,2,1000000,10,1,1,1000,1024,10000,2,0,nan,nan
2,1,2,10,10,1,1,10,512,100,5,0,0,1.9
4,1,2,10,1,1,1000,1000,1024,10000,5,29,6993.5,57.3
4,1,2,10,1,1,1,1000,1024,10000,5,29,nan,nan
2,10,4,1000000,10,0,1,1000,512,10000,2,0,nan,nan
4,10,4,1000000,1,1,1000,10,1024,100,2,0,5231,48.5
2,1,4,10,10,1,1,1000,512,10000,2,0,nan,nan
4,10,2,10,1,1,1,10,512,100,5,0,0,1.4
2,10,4,1000000,10,0,1,10,1024,100,5,29,0,0
2,10,4,1000000,10,0,1000,1000,512,10000,2,0,0,0
2,1,4,1000000,10,0,1,1000,512,10000,5,29,0,0
4,1,4,10,10,1,1,10,1024,100,2,29,nan,nan
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,4779.5,33.4
2,1,2,1000000,10,0,1,1000,512,10000,5,0,0,0
4,1,2,1000000,1,0,1,1000,1024,10000,2,29,nan,nan
2,1,2,1000000,10,1,1000,1000,512,10000,5,29,0,0
4,1,2,10,10,0,1,10,1024,100,2,0,4266.6,2.16
4,10,4,1000000,10,1,1,1000,512,10000,2,0,nan,nan
2,10,4,1000000,1,1,1,10,512,100,2,0,nan,nan
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,nan,nan
2,1,2,10,1,1,1000,10,1024,100,5,29,0,54.1
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,93,1956.666667
2,10,4,1000000,1,0,1000,1000,512,10000,5,0,nan,nan
4,10,4,1000000,10,1,1,10,1024,100,5,0,nan,nan
2,1,4,10,10,0,1000,1000,1024,10000,5,29,0,949.6
2,1,2,10,10,1,1,10,512,100,2,29,0,1.4
2,1,2,10,10,1,1000,1000,512,10000,2,0,nan,nan
4,10,2,1000000,1,0,1,10,1024,100,5,0,nan,nan
2,1,2,10,1,0,1,10,512,100,5,29,nan,nan
4,1,4,1000000,10,0,1,10,1024,100,2,0,0,52.2
2,10,4,1000000,10,0,1,1000,1024,10000,2,0,nan,nan
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,0,1.3
4,1,2,10,1,1,1,1000,512,10000,2,0,0,1.4
2,1,2,10,1,1,1000,1000,1024,10000,2,29,nan,nan
4,10,2,10,1,1,1000,10,1024,100,2,0,0,113.9
2,10,2,1000000,1,0,1,1000,512,10000,5,0,nan,nan
2,1,2,1000000,10,1,1,1000,512,10000,2,0,nan,nan
2,1,2,1000000,10,0,1,1000,512,10000,2,0,0,0
4,10,2,1000000,1,1,1000,10,512,100,2,0,0,111.9
4,1,2,10,1,0,1,10,512,100,5,29,nan,nan
2,10,4,10,1,1,1,1000,1024,10000,5,0,nan,nan
2,1,2,1000000,1,0,1,1000,512,10000,5,29,nan,nan
2,10,4,10,10,0,1,1000,1024,10000,2,29,2893,0.92
4,1,4,10,10,1,1,10,1024,100,5,0,nan,nan
4,1,4,1000000,1,0,1000,10,512,100,5,29,0,30
4,10,4,1000000,10,1,1,10,512,100,2,29,nan,nan
4,10,4,10,1,0,1,1000,512,10000,5,0,nan,nan
2,10,4,1000000,10,0,1,1000,512,10000,2,0,nan,nan
4,1,4,10,10,1,1,10,512,100,5,29,4639.2,2.68
4,10,2,10,10,1,1,10,512,100,5,29,0,3.5
2,1,2,1000000,10,1,1,1000,512,10000,2,0,nan,nan
2,1,4,10,10,0,1000,10,1024,100,5,29,15865,564.2428571
4,1,4,10,10,0,1,1000,512,10000,5,29,4869,2.38
4,1,4,1000000,1,1,1000,1000,512,10000,5,29,nan,nan
2,1,4,10,10,1,1000,1000,512,10000,2,0,14308,717.5714286
4,10,2,10,10,0,1,10,1024,100,5,29,3763.75,2.4
2,1,2,10,10,1,1000,10,512,100,5,29,nan,nan
4,10,2,10,1,1,1,1000,512,10000,2,0,nan,nan
2,1,2,10,1,1,1,1000,1024,10000,2,29,nan,nan
4,1,2,10,1,1,1,10,512,100,5,29,nan,nan
4,10,2,10,10,1,1000,1000,1024,10000,5,29,4884.4,1801.5
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,45,1578.875
2,1,4,1000000,1,0,1,10,512,100,2,0,nan,nan
2,10,4,10,10,1,1000,10,1024,100,2,0,18238.875,478
4,10,4,1000000,10,0,1,10,1024,100,5,29,nan,nan
4,1,2,1000000,1,1,1,10,512,100,2,29,nan,nan
2,10,4,1000000,10,1,1000,1000,1024,10000,2,0,nan,nan
4,10,4,1000000,1,1,1000,10,512,100,5,29,nan,nan
4,1,2,10,10,1,1,1000,1024,10000,2,0,0,2.7
2,1,2,1000000,10,1,1000,10,1024,100,2,0,0,0
4,1,2,10,1,1,1,1000,512,10000,5,29,0,1.4
4,10,2,10,1,1,1,1000,1024,10000,2,0,0,5.1
2,1,2,10,1,0,1000,10,512,100,5,0,nan,nan
2,1,4,10,1,0,1000,10,1024,100,2,29,nan,nan
4,1,2,10,10,1,1000,10,512,100,5,0,7242,1805.071429
4,1,4,1000000,10,0,1,10,512,100,5,29,nan,nan
2,10,2,1000000,1,0,1000,10,512,100,5,0,nan,nan
4,1,4,1000000,1,1,1000,1000,1024,10000,2,29,0,38.3
4,10,4,1000000,1,0,1,1000,1024,10000,5,0,0,1.4
2,1,4,10,10,1,1,1000,1024,10000,2,29,nan,nan
2,1,4,10,10,0,1000,1000,512,10000,5,29,nan,nan
4,1,2,10,10,0,1,1000,1024,10000,5,29,4586,2.36
4,10,2,10,10,0,1,10,1024,100,5,29,4296.25,3.675
4,10,4,1000000,10,0,1,10,1024,100,5,0,0,154.8
2,1,4,1000000,1,0,1,1000,1024,10000,5,0,nan,nan
2,10,4,10,10,0,1000,1000,512,10000,5,29,20391.71429,598.7142857
2,10,2,10,1,1,1000,1000,1024,10000,2,0,nan,nan
2,10,2,1000000,1,1,1,1000,512,10000,2,0,nan,nan
4,1,2,1000000,1,1,1000,10,512,100,2,29,0,147.8
2,1,2,10,1,0,1000,1000,512,10000,2,29,nan,nan
4,10,4,10,1,0,1,1000,1024,10000,2,0,0,1.5
2,1,2,10,1,1,1000,1000,512,10000,5,0,0,45
4,10,4,1000000,10,0,1,10,512,100,5,0,0,92.4
2,1,4,1000000,1,0,1000,10,512,100,2,29,nan,nan
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,1491.25,450.075
2,1,2,1000000,1,0,1000,10,1024,100,2,29,0,53.3
4,10,2,1000000,1,0,1000,10,1024,100,5,0,3140.5,69.4
4,10,4,1000000,1,1,1,10,1024,100,2,0,nan,nan
4,1,4,1000000,10,0,1000,10,1024,100,5,29,86.33333333,1313.4
2,1,4,10,10,0,1000,10,1024,100,2,0,17427.25,715
2,1,2,1000000,1,1,1000,1000,512,10000,2,29,nan,nan
4,1,4,10,10,1,1000,10,512,100,2,29,9735.1,1443.42
2,10,2,10,10,0,1000,1000,512,10000,5,0,12281.75,478.025
2,1,2,10,10,0,1,10,512,100,5,0,nan,nan
2,10,4,1000000,10,0,1,1000,1024,10000,2,29,0,0
